v, -64.4311, 2.27374e-013, -42.6347, 0, 1, 0, 0, -1, 0
v, -64.4311, 1.13687e-013, 42.6347, 0, 1, 0, 0, -0, 0
v, 64.4311, 2.27374e-013, -42.6347, 0, 1, 0, 1, -1, 0
v, 64.4311, 1.13687e-013, 42.6347, 0, 1, 0, 1, -0, 0
v, 64.4311, 2.27374e-013, -42.6347, 0, 1, 0, 1, -1, 0
v, -64.4311, 1.13687e-013, 42.6347, 0, 1, 0, 0, -0, 0
v, 64.4311, -91.976, 42.6347, 0, -1, 0, 0, -0, 1
v, -64.4311, -91.976, 42.6347, 0, -1, 0, 1, -0, 1
v, 64.4311, -91.976, -42.6347, 0, -1, 0, 0, -1, 1
v, -64.4311, -91.976, -42.6347, 0, -1, 0, 1, -1, 1
v, 64.4311, -91.976, -42.6347, 0, -1, 0, 0, -1, 1
v, -64.4311, -91.976, 42.6347, 0, -1, 0, 1, -0, 1
v, 64.4311, 1.13687e-013, 42.6347, 0, 0, 1, 1, -0, 4
v, -64.4311, 1.13687e-013, 42.6347, 0, 0, 1, 0, -0, 4
v, 64.4311, -91.976, 42.6347, 0, 0, 1, 1, -1, 4
v, -64.4311, -91.976, 42.6347, 0, 0, 1, 0, -1, 4
v, 64.4311, -91.976, 42.6347, 0, 0, 1, 1, -1, 4
v, -64.4311, 1.13687e-013, 42.6347, 0, 0, 1, 0, -0, 4
v, 64.4311, 2.27374e-013, -42.6347, 1, 0, 0, 1, -0, 3
v, 64.4311, 1.13687e-013, 42.6347, 1, 0, 0, 0, -0, 3
v, 64.4311, -91.976, -42.6347, 1, 0, 0, 1, -1, 3
v, 64.4311, -91.976, 42.6347, 1, 0, 0, 0, -1, 3
v, 64.4311, -91.976, -42.6347, 1, 0, 0, 1, -1, 3
v, 64.4311, 1.13687e-013, 42.6347, 1, 0, 0, 0, -0, 3
v, -64.4311, 2.27374e-013, -42.6347, 0, 0, -1, 1, -0, 5
v, 64.4311, 2.27374e-013, -42.6347, 0, 0, -1, 0, -0, 5
v, -64.4311, -91.976, -42.6347, 0, 0, -1, 1, -1, 5
v, 64.4311, -91.976, -42.6347, 0, 0, -1, 0, -1, 5
v, -64.4311, -91.976, -42.6347, 0, 0, -1, 1, -1, 5
v, 64.4311, 2.27374e-013, -42.6347, 0, 0, -1, 0, -0, 5
v, -64.4311, 1.13687e-013, 42.6347, -1, 0, -0, 1, -0, 2
v, -64.4311, 2.27374e-013, -42.6347, -1, 0, -0, 0, -0, 2
v, -64.4311, -91.976, 42.6347, -1, 0, -0, 1, -1, 2
v, -64.4311, -91.976, -42.6347, -1, 0, -0, 0, -1, 2
v, -64.4311, -91.976, 42.6347, -1, 0, -0, 1, -1, 2
v, -64.4311, 2.27374e-013, -42.6347, -1, 0, -0, 0, -0, 2
t, 0, -1, 1, 0, -0, 0, -4.37114e-008, 1, -0, -1, -4.37114e-008, 10.2994, 5.50898, 2.40805e-007
